Date,GME,AAPL,FB,AMZN,INTC,GS,BLK,NKE,MSFT,WFC
2017-04-18,22.84000015258789,35.29999923706055,140.9600067138672,903.780029296875,35.77000045776367,215.58999633789062,383.6099853515625,56.11000061035156,65.38999938964844,52.45000076293945
2017-04-19,22.780000686645508,35.16999816894531,142.27000427246094,899.2000122070312,35.90999984741211,214.08999633789062,377.1000061035156,55.86000061035156,65.04000091552734,52.150001525878906
2017-04-20,23.190000534057617,35.61000061035156,143.8000030517578,902.0599975585938,36.18000030517578,218.05999755859375,381.5899963378906,56.400001525878906,65.5,53.5
2017-04-21,23.190000534057617,35.567501068115234,143.67999267578125,898.530029296875,36.31999969482422,216.86000061035156,378.05999755859375,55.849998474121094,66.4000015258789,53.0
2017-04-24,23.219999313354492,35.90999984741211,145.47000122070312,907.4099731445312,36.75,223.22000122070312,386.6499938964844,55.470001220703125,67.52999877929688,53.650001525878906
2017-04-25,23.399999618530273,36.13249969482422,146.49000549316406,907.6199951171875,36.869998931884766,226.6300048828125,388.19000244140625,55.45000076293945,67.91999816894531,54.560001373291016
2017-04-26,23.649999618530273,35.91999816894531,146.55999755859375,909.2899780273438,36.93000030517578,226.1999969482422,388.8699951171875,55.15999984741211,67.83000183105469,54.540000915527344
2017-04-27,23.100000381469727,35.9474983215332,147.6999969482422,918.3800048828125,37.43000030517578,225.80999755859375,390.7099914550781,55.470001220703125,68.2699966430664,54.439998626708984
2017-04-28,22.690000534057617,35.912498474121094,150.25,924.989990234375,36.150001525878906,223.8000030517578,384.57000732421875,55.40999984741211,68.45999908447266,53.84000015258789
2017-05-01,22.780000686645508,36.64500045776367,152.4600067138672,948.22998046875,36.310001373291016,224.85000610351562,383.0,54.9900016784668,69.41000366210938,54.459999084472656
2017-05-02,23.440000534057617,36.877498626708984,152.77999877929688,946.9400024414062,36.970001220703125,225.1199951171875,384.5,55.06999969482422,69.30000305175781,54.540000915527344
2017-05-03,23.969999313354492,36.76499938964844,151.8000030517578,941.030029296875,36.97999954223633,226.30999755859375,384.2900085449219,54.529998779296875,69.08000183105469,54.849998474121094
2017-05-04,23.56999969482422,36.63249969482422,150.85000610351562,937.530029296875,36.849998474121094,226.58999633789062,383.30999755859375,54.470001220703125,68.80999755859375,55.18000030517578
2017-05-05,24.0,37.2400016784668,150.24000549316406,934.1500244140625,36.81999969482422,226.8699951171875,383.760009765625,53.95000076293945,69.0,55.11000061035156
2017-05-08,24.3799991607666,38.252498626708984,151.05999755859375,949.0399780273438,36.540000915527344,225.02999877929688,382.3800048828125,54.29999923706055,68.94000244140625,55.040000915527344
2017-05-09,24.489999771118164,38.497501373291016,150.47999572753906,952.8200073242188,36.369998931884766,223.75999450683594,380.5,54.88999938964844,69.04000091552734,54.68000030517578
2017-05-10,24.950000762939453,38.314998626708984,150.2899932861328,948.9500122070312,36.0099983215332,224.8800048828125,382.2699890136719,54.560001373291016,69.30999755859375,54.720001220703125
2017-05-11,24.350000381469727,38.48749923706055,150.0399932861328,947.6199951171875,35.689998626708984,224.75999450683594,382.8699951171875,54.2400016784668,68.45999908447266,53.7400016784668
2017-05-12,24.030000686645508,39.025001525878906,150.3300018310547,961.3499755859375,35.529998779296875,222.82000732421875,385.1199951171875,54.20000076293945,68.37999725341797,53.02000045776367
2017-05-15,24.360000610351562,38.92499923706055,150.19000244140625,957.969970703125,35.630001068115234,225.1199951171875,389.3599853515625,53.77000045776367,68.43000030517578,53.31999969482422
2017-05-16,24.469999313354492,38.86750030517578,149.77999877929688,966.0700073242188,35.81999969482422,225.60000610351562,391.29998779296875,52.779998779296875,69.41000366210938,53.2599983215332
2017-05-17,23.84000015258789,37.5625,144.85000610351562,944.760009765625,35.040000915527344,213.72000122070312,383.6700134277344,51.79999923706055,67.4800033569336,52.2400016784668
2017-05-18,23.780000686645508,38.1349983215332,147.66000366210938,958.489990234375,35.220001220703125,215.16000366210938,388.4800109863281,51.68000030517578,67.70999908447266,52.380001068115234
2017-05-19,24.219999313354492,38.26499938964844,148.05999755859375,959.8400268554688,35.400001525878906,215.38999938964844,393.32000732421875,51.77000045776367,67.69000244140625,53.060001373291016
2017-05-22,24.049999237060547,38.497501373291016,148.24000549316406,970.6699829101562,35.77000045776367,216.02000427246094,396.2799987792969,51.56999969482422,68.44999694824219,53.0099983215332
2017-05-23,22.65999984741211,38.45000076293945,148.07000732421875,971.5399780273438,35.86000061035156,219.63999938964844,395.9700012207031,52.20000076293945,68.68000030517578,53.38999938964844
2017-05-24,22.709999084472656,38.334999084472656,150.0399932861328,980.3499755859375,36.119998931884766,223.8300018310547,396.30999755859375,52.0099983215332,68.7699966430664,53.09000015258789
