"","DATE","brazil","canada","china","denmark","hong kong","india","japan","s korea","malaysia","mexico","norway","sweden","s africa","singapore","sri lanka","switzerland","taiwan","thailand","australia","euro","new zealand","uk","venezuela"
"7777",2000-10-24,1.901,1.5118,8.2784,8.8995,7.7991,46.48,108.08,1138,3.8,9.571,9.524,10.128,7.6005,1.7515,79.25,1.8005,32.05,43.77,1.90258751902588,1.19560019129603,2.48323814253787,0.690131124913734,0.694
"7778",2000-10-25,1.925,1.5164,8.2782,9.005,7.799,46.7,108.05,1140,3.8,9.627,9.585,10.245,7.62,1.7545,79.2,1.8165,32.05,43.6,1.92641109612791,1.20918984280532,2.50125062531266,0.69759330310429,0.6942
"7779",2000-10-26,1.946,1.5187,8.2785,8.995,7.8001,46.7,108.36,1140,3.8,9.696,9.589,10.3,7.685,1.7553,79.4,1.825,32.19,43.82,1.92864030858245,1.20904364647564,2.5,0.698665548801789,0.6944
"7780",2000-10-27,1.931,1.5275,8.2788,8.856,7.7995,46.78,108.75,1138,3.8,9.635,9.443,10.1238,7.606,1.7558,79.35,1.8065,32.26,43.77,1.91094974202178,1.18962645729241,2.48447204968944,0.688847558035407,0.6944
"7781",2000-10-30,1.9185,1.5311,8.278,8.63,7.7997,46.78,108.99,1140,3.8,9.604,9.3725,10.06,7.559,1.7556,79.5,1.8068,32.35,43.79,1.91021967526266,1.18595825426945,2.47831474597274,0.688231245698555,0.694
"7782",2000-10-31,1.908,1.5273,8.2775,8.77,7.7995,46.9,109.15,1139,3.8,9.564,9.279,9.997,7.56,1.7568,79.46,1.7978,32.35,44.06,1.93012931866435,1.17841150129625,2.52397778899546,0.689417442261289,0.6942
"7783",2000-11-01,1.909,1.5263,8.2773,8.67,7.797,46.82,108.48,1138.3,3.8,9.581,9.202,9.892,7.4987,1.7447,79.1,1.7765,32.36,43.82,1.91314329443275,1.16495806150979,2.52844500632111,0.691945751453086,0.694
"7784",2000-11-02,1.919,1.5333,8.277,8.677,7.7951,46.85,108.39,1134.8,3.8,9.581,9.254,9.912,7.53,1.7433,79.15,1.7799,32.25,43.8,1.92012288786482,1.16360251338143,2.53678335870117,0.692520775623269,0.6938
"7785",2000-11-03,1.937,1.5348,8.2768,8.647,7.7974,46.7,107.58,1136.3,3.8,9.61,9.231,9.915,7.5325,1.7335,79.2,1.7667,32.15,43.48,1.90512478567346,1.16090085906664,2.52525252525253,0.690417011875173,0.695
"7786",2000-11-06,1.941,1.5305,8.2771,8.682,7.7982,46.64,107.34,1135,3.8,9.64,9.302,9.998,7.548,1.7323,80.06,1.7725,32.15,43.4,1.89393939393939,1.16495806150979,2.50438266967193,0.698324022346369,0.6948
"7787",2000-11-07,1.9545,1.5315,8.2769,8.681,7.7985,46.7,107.3,1139,3.8,9.6475,9.276,10.001,7.624,1.7364,80.38,1.7728,32.15,43.63,1.89393939393939,1.1650937900501,2.50941028858218,0.698812019566737,0.6952
"7788",2000-11-08,1.955,1.5432,8.2772,8.7075,7.799,46.72,107.57,1136.5,3.8,9.618,9.295,10,7.6645,1.7383,80.2,1.7775,32.13,43.6,1.89969604863222,1.16836078981189,2.51572327044025,0.702444506883956,0.6954
"7789",2000-11-09,1.963,1.5455,8.2768,8.6944,7.799,46.75,107.41,1132,3.8,9.648,9.2935,10.022,7.7425,1.7405,79.9,1.7739,32.1,43.6,1.9040365575019,1.16631677163518,2.50312891113892,0.702148574638394,0.6952
"7790",2000-11-10,1.951,1.546,8.2772,8.647,7.7992,46.78,107.83,1137,3.8,9.605,9.2825,9.9685,7.602,1.7432,80,1.7657,32.07,43.73,1.91570881226054,1.15942028985507,2.51889168765743,0.699056274030059,0.6955
"7791",2000-11-13,1.959,1.5472,8.2768,8.663,7.7991,46.77,107.7,1141,3.8,9.5705,9.2945,10.048,7.65,1.7435,80.4,1.7637,32.17,43.67,1.92122958693564,1.16184500987568,2.52652854977261,0.695023630803447,0.6956
"7792",2000-11-14,1.945,1.5445,8.2773,8.7065,7.7995,46.85,108.15,1139,3.8,9.495,9.3784,10.1048,7.658,1.744,80.4,1.7723,32.18,43.73,1.92678227360308,1.16645281698355,2.52652854977261,0.69900740947854,0.6958
"7793",2000-11-15,1.949,1.551,8.2768,8.706,7.7995,46.83,108.75,1138.7,3.8,9.465,9.363,10.094,7.689,1.7455,80.4,1.7815,32.15,43.69,1.92196809532962,1.16686114352392,2.50941028858218,0.701409833765869,0.696
"7794",2000-11-16,1.9475,1.5523,8.2773,8.743,7.799,46.85,109.08,1141.3,3.8,9.497,9.371,10.14,7.685,1.7525,80.1,1.7883,32.24,44.165,1.9293845263361,1.17205813408345,2.51889168765743,0.702839471464717,0.696
"7795",2000-11-17,1.968,1.56,8.2769,8.755,7.7998,46.82,108.86,1144.5,3.8,9.478,9.391,10.17,7.7075,1.7545,80.6,1.7915,32.31,44.26,1.92678227360308,1.17426021606388,2.49687890137328,0.702740688685875,0.6958
"7796",2000-11-20,1.929,1.5592,8.2779,8.7911,7.7999,46.9,109.79,1157,3.8,9.457,9.418,10.2136,7.7675,1.757,80.7,1.8,32.48,44.38,1.94779898714453,1.17841150129625,2.51762336354481,0.703135986499789,0.6955
"7797",2000-11-21,1.926,1.5553,8.2786,8.826,7.7999,46.85,110.29,1168,3.8,9.414,9.497,10.301,7.82,1.7569,80.9,1.7995,32.5,44.23,1.95618153364632,1.18231260345235,2.54323499491353,0.706214689265537,0.696
"7798",2000-11-22,1.929,1.5473,8.2782,8.86,7.8,46.86,110.16,1179,3.8,9.376,9.513,10.302,7.83,1.7555,81,1.805,32.9,43.7,1.92529842125529,1.18722545411374,2.50438266967193,0.710378631810755,0.6962
"7800",2000-11-24,1.959,1.5396,8.2779,8.902,7.8,46.91,111.38,1191,3.8,9.399,9.56,10.36,7.835,1.76,81,1.8085,32.9,43.77,1.91754554170662,1.19303268909568,2.50438266967193,0.714438808316068,0.6967
"7801",2000-11-27,1.9625,1.5348,8.278,8.7725,7.8,46.9,110.7,1189,3.8,9.371,9.4325,10.2425,7.771,1.7542,81,1.7803,32.9,43.52,1.900779319521,1.17647058823529,2.46305418719212,0.706464146944543,0.6975
"7802",2000-11-28,1.98,1.5371,8.2777,8.278,7.8005,46.93,110.23,1189,3.8,9.412,9.393,10.1694,7.7875,1.756,81.1,1.7633,32.85,43.72,1.9146084625694,1.17000117000117,2.46487552378605,0.705119165138908,0.697
"7803",2000-11-29,1.958,1.5405,8.2774,8.6975,7.7999,46.95,111.28,1204,3.8,9.396,9.37,10.133,7.774,1.7575,81.2,1.7595,33.08,43.92,1.91277735271614,1.16590882592981,2.4740227610094,0.703779294813147,0.697
"7804",2000-11-30,1.9722,1.5355,8.2777,8.5767,7.8,46.87,110.93,1217,3.8,9.41,9.284,10.04,7.75,1.7547,81.2,1.7365,33.08,43.805,1.90041809198024,1.15021854152289,2.44379276637341,0.703729767769177,0.6975
"7805",2000-12-01,1.981,1.5389,8.2775,8.51,7.8001,46.89,111.15,1211,3.8,9.42,9.2475,9.9,7.655,1.749,81.1,1.7285,33.05,43.77,1.86150409530901,1.14090131203651,2.40963855421687,0.695748973770264,0.6977
"7806",2000-12-04,1.984,1.5458,8.2771,8.405,7.7995,46.88,111.07,1220,3.8,9.414,9.1575,9.725,7.645,1.7445,81.1,1.706,33.05,43.7,1.84128153194623,1.12676056338028,2.3719165085389,0.688562969083523,0.6978
"7807",2000-12-05,1.96,1.5438,8.277,8.4705,7.8,46.8,111,1204,3.8,9.375,9.184,9.742,7.655,1.7438,81.1,1.7153,33.05,43.68,1.85013876040703,1.13584734211722,2.37586124970302,0.693962526023595,0.698
"7808",2000-12-06,1.967,1.5323,8.277,8.397,7.7974,46.78,110.42,1201,3.8,9.408,9.0711,9.63,7.582,1.743,81.2,1.7078,33.05,43.62,1.83553597650514,1.12650670271488,2.35294117647059,0.696136442742778,0.6983
"7809",2000-12-07,1.974,1.5223,8.277,8.39,7.7975,46.8,110.7,1201,3.8,9.429,9.125,9.713,7.6175,1.7335,81.2,1.7015,33.08,43.44,1.82815356489945,1.12473287594196,2.34082397003745,0.694444444444444,0.698
"7810",2000-12-08,1.969,1.5205,8.2769,8.434,7.7963,46.8,111.29,1192,3.8,9.399,9.155,9.735,7.64,1.7363,81.1,1.7063,33.06,43.61,1.83654729109275,1.13147770988912,2.33972859148339,0.692424871901399,0.698
"7811",2000-12-11,1.962,1.5227,8.2773,8.498,7.7969,46.78,110.77,1184,3.8,9.4465,9.211,9.7205,7.668,1.7332,82.1,1.715,33.1,43.49,1.85185185185185,1.1401208528104,2.36574402649633,0.687096330905593,0.6967
"7812",2000-12-12,1.968,1.5249,8.2771,8.4945,7.7974,46.78,111.5,1191,3.8,9.471,9.211,9.7195,7.743,1.7355,82.1,1.7144,33.06,43.55,1.8450184501845,1.13960113960114,2.37304224015187,0.69060773480663,0.6986
"7813",2000-12-13,1.965,1.5205,8.277,8.514,7.8003,46.8,112.4,1192.1,3.8,9.4505,9.247,9.792,7.7725,1.7415,82.2,1.7175,33.16,43.6,1.85873605947955,1.14220445459737,2.37812128418549,0.689179875947622,0.6988
"7814",2000-12-14,1.965,1.5165,8.2768,8.418,7.8003,46.8,112.42,1203,3.8,9.417,9.175,9.68,7.7375,1.738,82.25,1.699,33.1,43.55,1.85288123031314,1.12892300745089,2.37473284255521,0.681895669962496,0.6993
"7815",2000-12-15,1.965,1.5174,8.2768,8.3,7.8,46.8,112.55,1208,3.8,9.409,9.028,9.6,7.69,1.7355,82.35,1.6795,33.1,43.45,1.83217295712715,1.1134617525888,2.33699462491236,0.67736909842173,0.6985
"7816",2000-12-18,1.953,1.5254,8.2774,8.353,7.8,46.79,112.06,1206,3.8,9.38,9.0575,9.68,7.68,1.7373,82.35,1.6845,33.1,43.36,1.84638109305761,1.11994624258036,2.32018561484919,0.681338148122913,0.699
"7817",2000-12-19,1.955,1.522,8.2772,8.381,7.7997,46.75,112.55,1209,3.8,9.37,9.106,9.781,7.715,1.7375,82.7,1.694,33.1,42.97,1.83992640294388,1.12334306897326,2.32991612301957,0.683994528043776,0.6995
"7818",2000-12-20,1.958,1.5215,8.2769,8.231,7.8002,46.75,112.58,1218,3.8,9.435,8.996,9.59,7.66,1.7318,82.8,1.6765,33.18,42.68,1.82116190129302,1.1039964672113,2.29568411386593,0.678564158241162,0.699
"7819",2000-12-21,1.953,1.5185,8.2768,8.19,7.7993,46.74,112.18,1228.8,3.8,9.585,8.983,9.587,7.63,1.7317,82.7,1.6722,33.2,42.55,1.80733779143322,1.09745390693591,2.28102189781022,0.679948323927382,0.7
"7820",2000-12-22,1.958,1.5168,8.2777,8.082,7.7999,46.77,112.75,1237.3,3.8,9.604,8.86,9.539,7.5675,1.7258,82.2,1.6485,33.2,42.1,1.8018018018018,1.08342361863489,2.27014755959137,0.676452682134885,0.7
"7822",2000-12-26,1.961,1.5099,8.2769,8.03,7.7993,46.75,113.62,1252.5,3.8,9.53,8.8082,9.502,7.55,1.727,82.4,1.6342,33.2,42.3,1.78954903364352,1.07619457597934,2.26244343891403,0.675675675675676,0.6995
"7823",2000-12-27,1.96,1.511,8.277,8.019,7.7988,46.73,114.2,1260,3.8,9.577,8.8825,9.5725,7.5375,1.7325,82.45,1.6435,33.25,42.72,1.78890876565295,1.07480653482373,2.25479143179256,0.670600858369099,0.6997
"7824",2000-12-28,1.955,1.5073,8.2781,8.057,7.799,46.75,114.62,1253,3.8,9.607,8.926,9.555,7.5625,1.7335,82.45,1.645,33.2,43.33,1.81093806591815,1.08026358431457,2.2737608003638,0.670825786543235,0.7003
"7825",2000-12-29,1.951,1.4995,8.2774,7.9442,7.7999,46.75,114.35,1267,3.8,9.618,8.801,9.444,7.57,1.7315,82.75,1.6202,33.17,43.45,1.79856115107914,1.06518960374947,2.26090888537192,0.668672684720829,0.7005
"7827",2001-01-02,1.938,1.4963,8.2779,7.8845,7.8,46.74,114.73,1279,3.8,9.714,8.76,9.415,7.569,1.737,82.6,1.6075,33,43.79,1.78826895565093,1.05652403592182,2.25631768953069,0.667690458703345,0.7008
"7828",2001-01-03,1.946,1.4982,8.2773,7.875,7.8,46.75,114.26,1271.5,3.8,9.836,8.76,9.445,7.5025,1.7325,82.7,1.6025,33.078,43.7,1.77462289263531,1.05563179562968,2.24064530584808,0.664672648720505,0.7002
"7829",2001-01-04,1.938,1.4985,8.2781,7.8991,7.7998,46.78,115.47,1265,3.8,9.698,8.7628,9.422,7.543,1.737,82.75,1.6115,33,43.53,1.7683465959328,1.0584250635055,2.2436616558223,0.669792364367046,0.6994
"7830",2001-01-05,1.953,1.5003,8.2775,7.826,7.7993,46.76,116.19,1264.7,3.8,9.753,8.701,9.338,7.56,1.7322,83.15,1.6025,32.927,43.26,1.75070028011204,1.0487676979549,2.21336874723329,0.66711140760507,0.6988
"7831",2001-01-08,1.954,1.4944,8.2778,7.8705,7.7998,46.73,115.97,1263.6,3.8,9.691,8.7435,9.418,7.595,1.7275,82.95,1.6076,32.85,42.95,1.76678445229682,1.05418511490618,2.21975582685905,0.668047297748681,0.699
"7832",2001-01-09,1.941,1.4973,8.2771,7.9375,7.8,46.68,116.64,1253.3,3.8,9.746,8.775,9.498,7.72,1.7328,82.9,1.621,32.63,43.13,1.77683013503909,1.06416941577099,2.23463687150838,0.671140939597315,0.6993
"7833",2001-01-10,1.941,1.4993,8.2769,7.9525,7.8,46.68,116.26,1270,3.8,9.8145,8.725,9.4325,7.978,1.7333,83,1.6255,32.65,43.2,1.79468772433597,1.0653030787259,2.24870699347875,0.670690811535882,0.6997
"7834",2001-01-11,1.949,1.4978,8.2767,7.8385,7.8,46.68,117.56,1279.2,3.8,9.845,8.594,9.325,7.845,1.7352,83.42,1.6123,32.67,43.57,1.78731009830206,1.05042016806723,2.22469410456062,0.668225860340795,0.6998
"7835",2001-01-12,1.949,1.4967,8.2768,7.872,7.8001,47.47,117.76,1279.2,3.8,9.8775,8.6645,9.344,7.825,1.7328,85,1.6232,32.67,43.34,1.79953212164837,1.05418511490618,2.24618149146451,0.676681553660847,0.6995
"7837",2001-01-16,1.954,1.5037,8.2766,7.965,7.7997,46.55,117.28,1283.8,3.8,9.972,8.7675,9.505,7.825,1.7338,84.99,1.639,32.645,43.09,1.80212650928095,1.06678045658204,2.24719101123596,0.681431005110733,0.6999
"7838",2001-01-17,1.954,1.5123,8.2764,8.015,7.8,46.48,118.35,1279,3.8,9.88,8.7925,9.565,7.8575,1.734,84.99,1.652,32.67,43.3,1.81356546971346,1.07457554266065,2.25225225225225,0.6792094002581,0.6995
"7839",2001-01-18,1.953,1.5162,8.2764,7.9035,7.7997,46.45,117.78,1286,3.8,9.885,8.701,9.43,7.8675,1.7393,85.1,1.6195,32.67,43.25,1.79791441927364,1.05864916366716,2.23613595706619,0.677736360555744,0.6998
"7840",2001-01-19,1.96,1.5155,8.2764,7.974,7.7997,46.43,117.23,1276.12,3.8,9.79,8.77,9.463,7.874,1.738,85.1,1.6334,32.61,43.1,1.79533213644524,1.0680337498665,2.23114680946006,0.681059728938228,0.7
"7841",2001-01-22,1.958,1.5072,8.2782,7.9795,7.7997,46.43,116.62,1275.1,3.8,9.785,8.7812,9.518,7.87,1.7373,85.2,1.637,32.59,43.13,1.8037518037518,1.06678045658204,2.23863890754421,0.68259385665529,0.7
"7842",2001-01-23,1.959,1.5073,8.2786,7.956,7.7996,46.39,116.95,1275.1,3.8,9.768,8.813,9.532,7.835,1.7425,85.35,1.633,32.6,43.03,1.80897250361795,1.06507615294494,2.24416517055655,0.679578661230037,0.7003
"7843",2001-01-24,1.962,1.5126,8.2786,8.0725,7.8,46.42,118.18,1275.8,3.8,9.692,8.889,9.622,7.88,1.7445,91,1.6547,32.6,43.13,1.83519911910442,1.0801468999784,2.27686703096539,0.684181718664477,0.7006
"7844",2001-01-25,1.974,1.508,8.2786,8.103,7.7997,46.54,116.91,1277.5,3.8,9.687,8.915,9.69,7.865,1.742,93,1.6558,32.575,42.97,1.83452577508714,1.08471634667534,2.30149597238205,0.684697021567956,0.7
"7845",2001-01-26,1.977,1.5066,8.2786,8.0995,7.7995,46.53,117.16,1281.9,3.8,9.697,8.911,9.631,7.895,1.75,89.9,1.6582,32.575,42.85,1.84094256259205,1.08542277216976,2.29673863114378,0.685400959561343,0.7008
"7846",2001-01-29,1.977,1.501,8.2786,8.1306,7.7999,46.5,116.67,1266,3.8,9.6695,8.9148,9.6442,7.875,1.747,89.5,1.656,32.545,42.63,1.84094256259205,1.08920596884871,2.30414746543779,0.686341798215511,0.701
"7847",2001-01-30,1.9695,1.4985,8.2786,8.049,7.7995,46.46,115.75,1265.5,3.8,9.665,8.84,9.551,7.8,1.746,89.9,1.6455,32.23,42.68,1.82681768359518,1.07944732297064,2.26757369614512,0.684228532329798,0.7013
"7848",2001-01-31,1.972,1.4995,8.2781,8.0173,7.7995,46.44,116.39,1258,3.8,9.679,8.8353,9.5227,7.77,1.7438,90,1.6425,32.35,42.49,1.82481751824817,1.07434464976364,2.25988700564972,0.684322178881818,0.7013
"7849",2001-02-01,1.9825,1.4948,8.2772,7.952,7.799,46.41,115.33,1257,3.8,9.733,8.755,9.489,7.73,1.737,90.4,1.633,32.39,42.3,1.80505415162455,1.06564364876385,2.23363859727496,0.676818950930626,0.7013
"7850",2001-02-02,1.994,1.4933,8.2774,7.9775,7.7993,46.44,115.65,1249.5,3.8,9.769,8.7525,9.5125,7.775,1.739,88.5,1.6425,32.3,42.38,1.81126607498642,1.06871860639094,2.24719101123596,0.680642526545059,0.702
"7851",2001-02-05,1.996,1.505,8.277,7.9465,7.7994,46.43,114.99,1263,3.8,9.78,8.7275,9.51,7.7775,1.7413,88.5,1.6355,32.33,42.47,1.81554103122731,1.06439595529537,2.26142017186793,0.677966101694915,0.7015
"7852",2001-02-06,1.997,1.508,8.2766,8.025,7.8,46.42,114.88,1259,3.8,9.689,8.78,9.567,7.79,1.7435,87.3,1.6538,32.27,42.4,1.82149362477231,1.07480653482373,2.25682690137666,0.685635927322592,0.7015
"7853",2001-02-07,2.006,1.511,8.2765,8.0025,7.8,46.46,116.21,1270,3.8,9.694,8.775,9.5375,7.88,1.7485,87.5,1.6475,32.27,42.7,1.8308311973636,1.07169649555246,2.25428313796213,0.683386865304449,0.7024
"7854",2001-02-08,1.992,1.5117,8.2763,8.127,7.8,46.46,116.3,1267,3.8,9.657,8.89,9.672,7.9875,1.748,87.5,1.6707,32.27,42.52,1.86532363365044,1.08885017421603,2.30361667818475,0.692520775623269,0.703
"7855",2001-02-09,1.986,1.509,8.2764,8.0525,7.7998,46.54,117.57,1265,3.8,9.764,8.85,9.6325,7.867,1.747,86.9,1.656,32.27,42.62,1.86323830817962,1.07909787417719,2.28050171037628,0.690131124913734,0.7025
"7856",2001-02-12,1.983,1.5205,8.2774,8.034,7.8,46.56,117.62,1264.1,3.8,9.741,8.8425,9.662,7.835,1.7458,86.6,1.6557,32.29,42.62,1.85839063371121,1.07677398514052,2.29147571035747,0.68903741473162,0.703
"7857",2001-02-13,1.982,1.5214,8.2765,8.105,7.8,46.6,117.3,1255.5,3.8,9.704,8.92,9.7975,7.901,1.7453,87.5,1.6683,32.35,42.52,1.8737118231216,1.08648413733159,2.30414746543779,0.689179875947622,0.703
"7858",2001-02-14,1.989,1.5287,8.2764,8.116,7.7999,46.65,116.65,1252.5,3.8,9.718,8.9405,9.833,7.88,1.7455,87,1.669,32.32,42.4,1.89322226429383,1.0873110796999,2.33263354327035,0.685965152970229,0.704
"7859",2001-02-15,1.984,1.5275,8.2772,8.2508,7.8,46.63,115.67,1242,3.8,9.68,9.038,9.882,7.8775,1.7435,85.9,1.692,32.31,42.42,1.90839694656489,1.10411836148835,2.35294117647059,0.690131124913734,0.7038
"7860",2001-02-16,1.993,1.5368,8.277,8.147,7.8,46.55,115.46,1244,3.8,9.703,8.9365,9.802,7.846,1.7386,87,1.6763,32.32,42.47,1.88501413760603,1.09146474568871,2.32396002788752,0.689417442261289,0.7038
"7862",2001-02-20,2.009,1.5399,8.2767,8.208,7.8,46.66,115.57,1234,3.8,9.68,9.055,9.8765,7.764,1.74,85.4,1.687,32.3,42.79,1.91424196018377,1.09938434476693,2.33754090696587,0.692712662787476,0.7043
"7863",2001-02-21,2.019,1.537,8.2772,8.23,7.8,46.65,116.45,1240,3.8,9.7,9.0825,9.94,7.8,1.7445,85.5,1.6897,32.3,42.94,1.9105846388995,1.10168557893577,2.32828870779977,0.695168578380257,0.7045
"7864",2001-02-22,2.044,1.5378,8.2769,8.232,7.8,46.63,116.53,1241.1,3.8,9.735,9.097,9.973,7.84,1.7445,87,1.6903,32.38,43.02,1.90621425848265,1.10265740434447,2.32450023245002,0.692185228767218,0.7052
"7865",2001-02-23,2.047,1.5378,8.2774,8.208,7.7999,46.65,116.15,1249.1,3.8,9.714,9.037,9.953,7.85,1.7448,87,1.6885,32.4,43.06,1.91644308164048,1.09950522264981,2.32288037166086,0.691085003455425,0.7045
"7866",2001-02-26,2.03,1.5314,8.2776,8.208,7.7999,46.66,116.63,1247.1,3.8,9.668,9.036,9.922,7.782,1.7443,86.08,1.6895,32.4,43.05,1.91828122002686,1.09974705817662,2.34137204401779,0.692520775623269,0.7039
"7867",2001-02-27,2.034,1.5261,8.2781,8.173,7.8,46.68,116.2,1249.5,3.8,9.684,9.005,9.908,7.723,1.741,87,1.6837,32.4,42.85,1.90985485103132,1.09553023663453,2.31588698471515,0.694203401596668,0.7049
"7868",2001-02-28,2.0465,1.532,8.2783,8.1,7.8,46.59,117.28,1254.8,3.8,9.6925,8.9225,9.815,7.702,1.7451,87,1.6736,32.4,43.11,1.90548780487805,1.08554059921841,2.32396002788752,0.692856647959537,0.705
"7869",2001-03-01,2.043,1.5465,8.2778,8.035,7.8,46.59,117.33,1253.1,3.8,9.706,8.865,9.7325,7.7375,1.7468,87,1.6557,32.38,43.29,1.90041809198024,1.07631040792164,2.3094688221709,0.687143544286401,0.7056
"7870",2001-03-02,2.032,1.5489,8.2782,7.991,7.8,46.59,119.06,1268,3.8,9.667,8.801,9.682,7.744,1.75,87,1.6465,32.4,43.39,1.8896447467876,1.07066381156317,2.28571428571429,0.67911714770798,0.705
"7871",2001-03-05,2.025,1.5475,8.2777,8.039,7.8002,46.57,119.08,1275,3.8,9.639,8.869,9.745,7.77,1.7565,87,1.6538,32.4,43.57,1.91644308164048,1.07654214662504,2.31107002542177,0.680874242527405,0.7058
"7872",2001-03-06,2.022,1.5388,8.2778,8.014,7.8002,46.53,118.87,1265.5,3.8,9.6385,8.812,9.673,7.89,1.7565,85.1,1.6523,32.4,43.44,1.93423597678917,1.07376785139053,2.32126276694522,0.682360968952576,0.7054
"7873",2001-03-07,2.047,1.5492,8.2773,8.048,7.8001,46.57,119.86,1274.5,3.8,9.652,8.861,9.752,7.925,1.7588,85.3,1.6582,32.42,43.69,1.96463654223969,1.07828337287039,2.36406619385343,0.684369011771147,0.7063
"7874",2001-03-08,2.043,1.5497,8.277,8.046,7.8,46.56,119.51,1272,3.8,9.644,8.845,9.746,7.726,1.7565,85.4,1.6593,32.42,43.53,1.96502259775987,1.07747010020472,2.37529691211401,0.681802686302584,0.7058
"7875",2001-03-09,2.057,1.548,8.2774,8.0145,7.7997,46.55,119.71,1269.1,3.8,9.671,8.803,9.7575,7.755,1.7558,84.4,1.6545,32.45,43.61,1.96656833824975,1.07353730542136,2.38379022646007,0.681431005110733,0.7065
"7876",2001-03-12,2.065,1.5505,8.2784,8.028,7.7999,46.57,120.63,1280,3.8,9.665,8.84,9.83,7.776,1.7618,84.5,1.6555,32.48,43.78,1.96232339089482,1.0752688172043,2.37868696479543,0.681663258350375,0.705
"7877",2001-03-13,2.062,1.5477,8.2783,8.16,7.7998,46.7,120.2,1276,3.8,9.631,8.98,10.0135,7.79,1.7612,84.6,1.6838,32.57,43.58,1.98767640628106,1.09313511149978,2.40558094779889,0.68903741473162,0.7053
"7878",2001-03-14,2.075,1.5528,8.2778,8.167,7.7999,46.69,120.97,1278,3.8,9.571,8.963,10.0101,7.861,1.767,85.1,1.684,32.53,43.675,2.00762899016262,1.09493047191503,2.40269101393561,0.689797889218459,0.705
"7879",2001-03-15,2.1025,1.5595,8.2776,8.251,7.8001,46.66,122.23,1286,3.8,9.593,9.0725,10.098,7.8482,1.77,85.5,1.7002,32.61,43.97,2.02265372168285,1.1054609772275,2.42777373148823,0.692712662787476,0.705
"7880",2001-03-16,2.129,1.5669,8.2771,8.37,7.7997,46.69,122.85,1295,3.8,9.622,9.144,10.249,7.9475,1.7775,85.5,1.716,32.73,44,2.02429149797571,1.11994624258036,2.41837968561064,0.701016473887136,0.7058
"7881",2001-03-19,2.171,1.5698,8.2772,8.3025,7.7995,46.72,122.57,1298,3.8,9.573,9.03,10.195,8,1.7685,85.55,1.7068,32.8,43.89,2.00642054574639,1.11296605453534,2.39234449760766,0.702395167521247,0.7057
"7882",2001-03-20,2.1,1.5611,8.2772,8.268,7.7996,46.71,122.73,1297.01,3.8,9.515,9.001,10.126,7.9775,1.7765,85.55,1.6957,32.785,44.07,2.00120072043226,1.10448420587586,2.39120038259206,0.700035001750087,0.7053
"7883",2001-03-21,2.107,1.573,8.2771,8.3175,7.7995,46.71,123.62,1310,3.8,9.535,9.0605,10.254,7.995,1.7855,85.75,1.7085,32.82,44.3,2.0259319286872,1.11482720178372,2.41254523522316,0.698812019566737,0.7055
"7884",2001-03-22,2.146,1.5742,8.2768,8.4075,7.7994,46.74,123.84,1324,3.8,9.585,9.1275,10.43,8.03,1.789,85.75,1.7233,32.92,44.447,2.03541624262162,1.12599932440041,2.41721053903795,0.703086549954299,0.7063
"7885",2001-03-23,2.172,1.5667,8.2773,8.363,7.7998,46.72,122.64,1310,3.8,9.663,9.06,10.253,7.97,1.7847,85.6,1.7155,32.85,44.22,2.01491033649003,1.12032265292404,2.39980801535877,0.699692135460397,0.7073
"7886",2001-03-26,2.136,1.5545,8.2771,8.3374,7.8,46.69,122.81,1310.7,3.8,9.538,9.0505,10.222,7.952,1.793,85.7,1.7155,32.72,44.35,2.00400801603206,1.11669458403127,2.41254523522316,0.69710700592541,0.707
"7887",2001-03-27,2.124,1.5693,8.2773,8.376,7.8,46.65,122.99,1312,3.8,9.516,9.112,10.237,8.003,1.7923,86.1,1.7198,32.67,44.48,2.01491033649003,1.12233445566779,2.4330900243309,0.699790062981106,0.7075
"7888",2001-03-28,2.125,1.5668,8.2777,8.405,7.8003,46.65,122.62,1302,3.8,9.541,9.118,10.341,8.01,1.7975,86.45,1.7245,32.67,44.63,2.0259319286872,1.1258725512272,2.44319569997557,0.696767001114827,0.7075
"7889",2001-03-29,2.143,1.5725,8.2779,8.476,7.7998,46.66,123.45,1323,3.8,9.527,9.127,10.4075,8.01,1.801,86.6,1.7323,32.8,44.78,2.03210729526519,1.13546042920404,2.460024600246,0.6992029086841,0.708
"7890",2001-03-30,2.175,1.5784,8.2777,8.4875,7.8003,46.85,125.54,1332,3.8,9.485,9.1475,10.38,8.0375,1.805,86.6,1.736,32.85,45.04,2.04876049989756,1.13713895838071,2.47954376394743,0.704721634954193,0.7073
"7891",2001-04-02,2.158,1.575,8.2776,8.457,7.7983,46.65,126.75,1350,3.8,9.414,9.161,10.385,8.11,1.8157,86.6,1.7317,32.97,45.16,2.07125103562552,1.13327289211242,2.50438266967193,0.704225352112676,0.7083
"7892",2001-04-03,2.173,1.579,8.2772,8.354,7.799,46.67,125.41,1350,3.8,9.394,9.1075,10.272,8.12,1.8115,87.5,1.712,32.89,45.15,2.05761316872428,1.11982082866741,2.48138957816377,0.699056274030059,0.7083
"7893",2001-04-04,2.165,1.5697,8.2771,8.2862,7.7986,46.6,125.38,1369,3.8,9.4225,9.0783,10.234,8.074,1.8166,88.1,1.6951,33,45.39,2.04373594931535,1.10950848773993,2.47218788627936,0.696864111498258,0.7085
