"","DATE","brazil","canada","china","denmark","hong kong","india","japan","s korea","malaysia","mexico","norway","sweden","s africa","singapore","sri lanka","switzerland","taiwan","thailand","australia","euro","new zealand","uk","venezuela"
"7894",2001-04-05,2.168,1.5788,8.2768,8.3155,7.799,46.64,124.33,1352,3.8,9.3875,9.072,10.191,8.0825,1.809,88.1,1.702,32.9,45.37,2.04164965291956,1.11408199643494,2.47647350173353,0.700967334922193,0.709
"7895",2001-04-06,2.151,1.5615,8.2767,8.2925,7.7987,46.58,124.03,1342.1,3.8,9.405,9.0505,10.115,8.065,1.814,88.1,1.7,32.9,45.52,2.01694231544978,1.11086425238836,2.47157686604053,0.695265243690468,0.7093
"7896",2001-04-09,2.167,1.5635,8.277,8.279,7.799,46.58,124.85,1341.9,3.8,9.36,9.033,10.131,8.065,1.8162,88,1.6955,33,45.64,2.02101859337106,1.10938540048813,2.47341083353945,0.691085003455425,0.7097
"7897",2001-04-10,2.146,1.5555,8.2769,8.407,7.8,46.6,124.48,1334,3.8,9.3225,9.1045,10.175,8.0365,1.8135,87.6,1.7165,32.99,45.59,2.02224469160768,1.12561909049977,2.48138957816377,0.696378830083565,0.7098
"7898",2001-04-11,2.156,1.5626,8.2769,8.432,7.799,46.75,124.82,1326,3.8,9.29,9.133,10.21,8.037,1.807,88,1.7161,32.97,45.5,1.99004975124378,1.12917795844625,2.47831474597274,0.697350069735007,0.71
"7899",2001-04-12,2.1622,1.56,8.2772,8.407,7.7994,46.75,123.51,1316.1,3.8,9.313,9.073,10.128,8.022,1.8035,87.75,1.7062,32.92,45.45,1.96772924045651,1.12082492714638,2.45519273262951,0.694878743659231,0.7098
"7900",2001-04-13,2.156,1.5627,8.2769,8.409,7.7994,46.89,124.15,1325.3,3.8,9.305,9.11,10.175,8.043,1.805,87.76,1.7127,32.97,45.43,1.96811651249754,1.12511251125113,2.45098039215686,0.69666991779295,0.7098
"7901",2001-04-16,2.183,1.5625,8.2769,8.4045,7.7995,47.07,124.64,1330,3.8,9.332,9.1359,10.193,8.035,1.8117,87.3,1.718,32.95,45.58,1.9588638589618,1.12841345068833,2.44498777506112,0.696378830083565,0.7105
"7902",2001-04-17,2.193,1.5575,8.2775,8.4691,7.8,46.95,123.67,1325,3.8,9.287,9.1325,10.2902,8.15,1.8085,87.5,1.731,32.97,45.53,1.9782393669634,1.13455865668255,2.46730816679003,0.69993700566949,0.7112
"7903",2001-04-18,2.17,1.5692,8.2775,8.465,7.8,46.95,122.35,1316,3.8,9.187,9.1234,10.28,8.125,1.7998,87.7,1.7375,32.97,45.22,2.00400801603206,1.13430127041742,2.47218788627936,0.701409833765869,0.7115
"7904",2001-04-19,2.195,1.547,8.2773,8.382,7.7995,46.88,121.87,1299,3.8,9.2725,9.07,10.137,8.141,1.8065,87.8,1.717,32.85,45.4,1.96656833824975,1.12246043326973,2.46426811237063,0.69608798552137,0.7097
"7905",2001-04-20,2.228,1.5425,8.2775,8.26,7.7998,46.88,122.52,1313.1,3.8,9.373,9.026,10.082,8.162,1.8136,88.2,1.6926,32.91,45.68,1.93124758594052,1.10717449069973,2.40500240500241,0.69309675630718,0.7115
"7906",2001-04-23,2.258,1.546,8.277,8.334,7.7991,46.82,121.68,1314.5,3.8,9.388,9.073,10.212,8.148,1.8072,88.4,1.7087,32.94,45.48,1.97589409207666,1.11607142857143,2.43605359317905,0.695555400987689,0.7119
"7907",2001-04-24,2.26,1.549,8.2769,8.345,7.7991,46.88,122.08,1307,3.8,9.289,9.1145,10.253,8.104,1.8135,88.9,1.7115,32.92,45.56,1.98609731876862,1.11781801922647,2.45098039215686,0.696136442742778,0.7118
"7908",2001-04-25,2.295,1.5474,8.2767,8.319,7.8,46.88,122.21,1307.9,3.8,9.3145,9.107,10.223,8.1075,1.8175,88.9,1.7075,32.93,45.63,1.98216055500496,1.11457868925546,2.44200244200244,0.694589150517469,0.712
"7909",2001-04-26,2.267,1.546,8.2769,8.282,7.7999,46.78,123.13,1317,3.8,9.258,9.0515,10.1345,8.015,1.817,89.4,1.706,32.89,45.72,1.97433366238894,1.10975474420153,2.43605359317905,0.695507024620949,0.7118
"7910",2001-04-27,2.222,1.5417,8.2773,8.365,7.7993,46.88,123.76,1328,3.8,9.304,9.075,10.1925,7.9675,1.819,90,1.7232,32.97,45.72,1.96001568012544,1.12057373375168,2.42424242424242,0.696281854894861,0.712
"7911",2001-04-30,2.189,1.536,8.2774,8.415,7.799,46.88,123.57,1319,3.8,9.261,9.101,10.26,8.035,1.821,90.7,1.7345,32.94,45.65,1.96232339089482,1.12688753662384,2.42248062015504,0.69900740947854,0.7123
"7912",2001-05-01,2.203,1.5338,8.2774,8.357,7.7993,46.87,121.92,1319,3.8,9.2725,9.054,10.208,8.0225,1.8135,90.7,1.7255,32.95,45.65,1.93162062970833,1.11894371713103,2.38208670795617,0.697350069735007,0.7125
"7913",2001-05-02,2.233,1.531,8.2774,8.3655,7.7998,46.87,121.72,1310,3.8,9.2915,9.066,10.236,8.035,1.8164,93,1.7307,32.9,45.53,1.91828122002686,1.12044817927171,2.36127508854782,0.69710700592541,0.7128
"7914",2001-05-03,2.2375,1.533,8.2774,8.402,7.7991,46.87,121.19,1296,3.8,9.287,9.094,10.27,8.0975,1.821,92.9,1.7355,32.89,45.45,1.92789666473877,1.12473287594196,2.36686390532544,0.698226504678118,0.713
"7915",2001-05-04,2.2145,1.5353,8.2774,8.356,7.7995,46.87,121.05,1292.5,3.8,9.257,9.048,10.2,8.035,1.8225,90.6,1.7304,32.91,45.68,1.92715359414145,1.11931945377211,2.3719165085389,0.696281854894861,0.7134
"7916",2001-05-07,2.201,1.5405,8.2774,8.373,7.7995,46.84,121.34,1297.1,3.8,9.222,9.0495,10.236,7.986,1.8255,90.45,1.7305,32.9,45.64,1.92826841496336,1.12157918349035,2.37529691211401,0.694444444444444,0.7137
"7917",2001-05-08,2.2315,1.5445,8.2785,8.4325,7.7997,46.83,121.66,1304,3.8,9.212,9.0875,10.293,8.006,1.8234,90.45,1.742,32.91,45.66,1.92975685063682,1.13019891500904,2.37529691211401,0.69856793573175,0.7138
"7918",2001-05-09,2.2605,1.5407,8.2775,8.439,7.8,46.85,122.25,1301.9,3.8,9.2115,9.112,10.284,7.95,1.823,90,1.7429,32.91,45.59,1.91497510532363,1.13058224985868,2.35571260306243,0.703779294813147,0.7144
"7919",2001-05-10,2.2785,1.5391,8.2771,8.488,7.8,46.88,122.71,1307,3.8,9.1945,9.144,10.29,7.955,1.8165,89.95,1.7485,32.92,45.49,1.90803281816447,1.13739763421292,2.34576589256392,0.704920344001128,0.714
"7920",2001-05-11,2.286,1.5503,8.2771,8.519,7.7999,46.85,122.5,1298,3.8,9.227,9.165,10.258,7.97,1.8132,89.95,1.7522,32.92,45.48,1.92049164586134,1.14168284050691,2.37135404315864,0.705367849333427,0.7147
"7921",2001-05-14,2.309,1.5541,8.2771,8.532,7.8,47,123.12,1298,3.8,9.193,9.156,10.325,7.9875,1.819,90.05,1.7516,32.89,45.55,1.93050193050193,1.14311842706904,2.389486260454,0.705417607223476,0.715
"7922",2001-05-15,2.337,1.5493,8.2709,8.487,7.8,47.03,123.26,1303.7,3.8,9.166,9.12,10.253,8.004,1.8191,90.45,1.7432,32.95,45.51,1.92566917003659,1.13791533909877,2.38834487700024,0.702444506883956,0.7148
"7923",2001-05-16,2.3235,1.5405,8.2769,8.44,7.8,46.97,123.59,1310,3.8,9.166,9.09,10.268,8.0175,1.813,90.45,1.7329,33,45.37,1.91094974202178,1.13096584483149,2.36854571293226,0.699643181977192,0.7153
"7924",2001-05-17,2.306,1.536,8.2767,8.453,7.8,46.99,122.68,1302.1,3.8,9,9.066,10.223,7.9675,1.8087,90.6,1.7393,33,45.35,1.8964536317087,1.13275940190304,2.34741784037559,0.698812019566737,0.7156
"7925",2001-05-18,2.295,1.5328,8.2768,8.503,7.8,46.98,123.67,1304.1,3.8,8.98,9.05,10.25,7.932,1.8113,90.65,1.7486,32.98,45.54,1.90439916206437,1.13973102347846,2.34741784037559,0.697690643968464,0.7165
"7926",2001-05-21,2.327,1.5325,8.2778,8.513,7.7998,47,122.91,1303,3.8,8.946,9.07,10.2425,7.8975,1.8108,90.65,1.7485,33.45,45.62,1.89035916824197,1.14129194247889,2.34192037470726,0.695410292072323,0.715
"7927",2001-05-22,2.302,1.5415,8.2774,8.605,7.8003,47.06,122.79,1305,3.8,8.98,9.165,10.37,7.913,1.8098,90.65,1.7666,33.47,45.64,1.91168036704263,1.15513457317778,2.35793444942231,0.700378204230284,0.715
"7928",2001-05-23,2.345,1.5452,8.2771,8.674,7.7999,47.02,120.39,1287,3.8,9.05,9.2325,10.507,7.95,1.8052,90.65,1.7755,33.45,45.5,1.92752505782575,1.16306117701791,2.37812128418549,0.702000702000702,0.7163
"7929",2001-05-24,2.355,1.5474,8.277,8.6985,7.8,47.02,120.15,1286,3.8,9.088,9.209,10.525,7.965,1.8005,90.85,1.7793,33.5,45.43,1.93236714975845,1.16686114352392,2.36686390532544,0.709068992412962,0.7166
"7930",2001-05-25,2.34,1.5455,8.2771,8.69,7.8002,47.02,120.75,1289.3,3.8,9.09,9.198,10.535,7.905,1.8093,90.95,1.779,33.55,45.59,1.92566917003659,1.16590882592981,2.35737859500236,0.703878369817695,0.7173
"7932",2001-05-29,2.335,1.5376,8.2768,8.724,7.7999,47.02,120.1,1290,3.8,9.081,9.252,10.573,7.94,1.8085,91.35,1.784,34.05,45.43,1.93573364305072,1.17000117000117,2.36686390532544,0.704870656234581,0.7165
"7933",2001-05-30,2.3575,1.5464,8.2777,8.694,7.8,47,120.27,1290,3.8,9.165,9.229,10.592,7.98,1.811,91.35,1.7775,34.02,45.43,1.94931773879142,1.1660447761194,2.39808153477218,0.701705143498702,0.7153
"7934",2001-05-31,2.359,1.5461,8.277,8.818,7.7998,47,118.88,1282,3.8,9.165,9.379,10.79,8.02,1.8095,92,1.797,33.95,45.41,1.97316495659037,1.18273211117682,2.44917952485917,0.705467372134039,0.716
"7935",2001-06-01,2.385,1.5324,8.2777,8.82,7.8,47.05,119.13,1286,3.8,9.18,9.4538,10.851,8.035,1.814,91.35,1.7992,34.1,45.4,1.9669551534225,1.18315191670611,2.43783520234032,0.706214689265537,0.7148
"7936",2001-06-04,2.3595,1.5347,8.277,8.82,7.8,47.06,119.5,1285,3.8,9.139,9.4475,10.9225,8.04,1.816,90.45,1.7968,34.1,45.4,1.97550375345713,1.18357202035744,2.44798041615667,0.708064858741061,0.7157
"7937",2001-06-05,2.39,1.5328,8.2769,8.763,7.7998,47,120.27,1287,3.8,9.1725,9.365,10.83,8.048,1.812,90.5,1.7805,34.08,45,1.96347928529354,1.17591721542803,2.43724104313917,0.708566569829235,0.7158
"7938",2001-06-06,2.382,1.5248,8.2772,8.826,7.7998,47.03,120.35,1286,3.8,9.125,9.39,10.924,8.088,1.8135,89.95,1.7988,34.1,45.28,1.94514685858782,1.18315191670611,2.43190661478599,0.719114051488566,0.7158
"7939",2001-06-07,2.39,1.521,8.2767,8.767,7.8,47,119.91,1286,3.8,9.119,9.335,10.95,8.095,1.8095,89.9,1.7923,34.1,45.18,1.92641109612791,1.17564072419469,2.39291696578129,0.719424460431655,0.716
"7940",2001-06-08,2.374,1.5215,8.2767,8.765,7.7994,47.03,120.6,1286,3.8,9.074,9.345,10.935,8.065,1.8094,89.9,1.7927,34.1,45.14,1.90730497806599,1.17577895355673,2.39120038259206,0.723746109864659,0.7158
"7941",2001-06-11,2.374,1.5162,8.2767,8.8465,7.799,47.04,122.02,1289,3.8,9.045,9.423,11.027,8.099,1.814,90.05,1.8046,34.1,45.21,1.9146084625694,1.18694362017804,2.39463601532567,0.728332119446468,0.7163
"7942",2001-06-12,2.39,1.5246,8.2771,8.796,7.7991,47.08,121.74,1291,3.8,9.089,9.423,11.002,8.105,1.8165,90,1.796,34.1,45.29,1.90949016612564,1.17938436136337,2.389486260454,0.72563674624483,0.7167
"7943",2001-06-13,2.41,1.5183,8.2779,8.737,7.799,47.09,121.89,1293,3.8,9.102,9.34,10.79,8.09,1.8165,90.1,1.7902,34.43,45.38,1.89537528430629,1.17150890346767,2.36910684671879,0.718958947444101,0.717
"7944",2001-06-14,2.4235,1.5208,8.2773,8.6685,7.7992,47,121.42,1293,3.8,9.047,9.2755,10.707,8.04,1.814,90.5,1.7753,34.418,45.37,1.900779319521,1.16306117701791,2.41080038572806,0.714030703320243,0.7171
"7945",2001-06-15,2.4035,1.522,8.277,8.635,7.7995,47.05,122.97,1293,3.8,9.054,9.235,10.57,8,1.816,90.1,1.7726,34.48,45.31,1.90222560395663,1.15901715345387,2.39406272444338,0.711439954467843,0.7175
"7946",2001-06-18,2.47,1.5336,8.277,8.661,7.7998,47.02,123.2,1293,3.8,9.053,9.214,10.512,8.0525,1.8173,90.1,1.777,34.48,45.36,1.90912562046583,1.16144018583043,2.4090580582992,0.712555223029785,0.7157
"7947",2001-06-19,2.471,1.5337,8.2779,8.715,7.7999,47.02,122.97,1305,3.8,9.09,9.183,10.626,8.0725,1.8175,90.1,1.7861,34.48,45.23,1.91938579654511,1.16849731245618,2.41721053903795,0.713877784123358,0.7178
"7948",2001-06-20,2.476,1.531,8.277,8.764,7.7998,47.01,123.3,1305,3.8,9.085,9.2625,10.72,8.095,1.8202,90.1,1.7924,34.48,45.26,1.92975685063682,1.17564072419469,2.42130750605327,0.716743119266055,0.7183
"7949",2001-06-21,2.388,1.5265,8.2769,8.7275,7.7997,47.05,124.4,1303,3.8,9.055,9.22,10.7435,8.0625,1.8233,90.65,1.7797,34.45,45.28,1.93124758594052,1.17041198501873,2.42072137496974,0.705865744335427,0.719
"7950",2001-06-22,2.318,1.5293,8.2767,8.695,7.7998,47.04,124.25,1304,3.8,9.073,9.211,10.7045,8.0375,1.821,90.6,1.773,34.5,45.25,1.93498452012384,1.16686114352392,2.42306760358614,0.707213578500707,0.7184
"7951",2001-06-25,2.312,1.5195,8.2768,8.6575,7.7998,47.06,124.02,1303,3.8,9.063,9.219,10.642,8.049,1.8192,90.6,1.7655,34.45,45.14,1.93911188675587,1.16130530716525,2.41721053903795,0.707714083510262,0.7185
"7952",2001-06-26,2.314,1.5142,8.2768,8.6565,7.8,47.07,123.82,1301,3.8,9.0645,9.191,10.7315,8.021,1.8205,90.65,1.7655,34.44,45.23,1.92381685263563,1.15968920329352,2.40500240500241,0.706514059629787,0.7188
"7953",2001-06-27,2.332,1.5176,8.2768,8.6375,7.7998,47.04,124.25,1300,3.8,9.0725,9.175,10.735,8.04,1.8215,90.65,1.7648,34.5,45.25,1.93124758594052,1.15995824150331,2.39808153477218,0.704721634954193,0.7193
"7954",2001-06-28,2.287,1.5233,8.277,8.79,7.7998,47.06,124.63,1304,3.8,9.0875,9.293,10.85,8.065,1.823,90.75,1.7983,34.52,45.3,1.95694716242661,1.18063754427391,2.43724104313917,0.710732054015636,0.7194
"7955",2001-06-29,2.305,1.5175,8.2767,8.785,7.8,47.09,124.73,1303,3.8,9.06,9.329,10.881,8.05,1.8225,90.8,1.7968,34.48,45.27,1.96078431372549,1.18008024545669,2.47096614776378,0.710378631810755,0.7194
"7956",2001-07-02,2.326,1.5153,8.277,8.805,7.8,47.18,124.22,1303,3.8,9.027,9.403,10.955,8.0175,1.8227,90.95,1.8003,34.47,45.33,1.95848021934978,1.18273211117682,2.47096614776378,0.705815923207228,0.7187
"7957",2001-07-03,2.344,1.5128,8.2767,8.781,7.8,47.17,124.48,1295,3.8,9.03,9.352,10.87,8.014,1.8232,90.75,1.797,34.45,45.45,1.93723363037582,1.17966261649168,2.45700245700246,0.711338739507754,0.7194
"7959",2001-07-05,2.425,1.5102,8.2767,8.89,7.8003,47.18,125.77,1297,3.8,9.057,9.43,11,8.145,1.825,90.75,1.8185,34.51,45.58,1.94287934719254,1.194743130227,2.47096614776378,0.714387769681383,0.7197
"7960",2001-07-06,2.491,1.52,8.2768,8.79,7.8,47.17,125.85,1299,3.8,9.155,9.3725,10.955,8.2075,1.8275,90.35,1.7945,34.52,45.38,1.96734212079481,1.18133490844654,2.47770069375619,0.708918190840777,0.7208
"7961",2001-07-09,2.45,1.5203,8.2767,8.783,7.8,47.19,125.43,1297,3.8,9.1175,9.347,10.972,8.213,1.8281,90.25,1.7964,34.6,45.47,1.96232339089482,1.18008024545669,2.46974561620153,0.710176834031674,0.72
"7962",2001-07-10,2.498,1.5213,8.277,8.696,7.7999,47.19,125.53,1300,3.8,9.1475,9.283,10.84,8.25,1.8347,90.25,1.7795,34.7,45.49,1.95848021934978,1.16863386700947,2.46305418719212,0.709320470988793,0.7205
"7963",2001-07-11,2.56,1.5255,8.2769,8.643,7.8,47.21,124.06,1309,3.8,9.295,9.275,10.808,8.26,1.8365,90.2,1.7608,35.03,45.59,1.9723865877712,1.16090085906664,2.46487552378605,0.708165144111607,0.721
"7964",2001-07-12,2.57,1.528,8.2769,8.723,7.8,47.2,124.1,1301,3.8,9.36,9.325,10.86,8.28,1.8347,90.3,1.7725,35,45.57,1.98098256735341,1.17233294255569,2.4703557312253,0.710984713828653,0.7215
"7965",2001-07-13,2.559,1.5398,8.2767,8.733,7.7999,47.21,124.75,1308,3.8,9.34,9.325,10.813,8.26,1.8375,90.3,1.7738,35.02,45.7,1.97083169097359,1.17274539697432,2.460024600246,0.714540907466953,0.722
"7966",2001-07-16,2.601,1.54,8.2767,8.7045,7.8,47.2,125.44,1315,3.8,9.304,9.332,10.764,8.2615,1.8365,90.3,1.769,35,45.76,1.96850393700787,1.16972745350333,2.45700245700246,0.713724930411819,0.7228
"7967",2001-07-17,2.509,1.54,8.2769,8.708,7.8,47.16,124.89,1316,3.8,9.165,9.3485,10.776,8.245,1.8338,90.35,1.7708,35.05,45.71,1.97433366238894,1.16972745350333,2.46609124537608,0.712402935100093,0.7228
"7968",2001-07-18,2.471,1.535,8.277,8.556,7.8,47.12,124.35,1312,3.8,9.145,9.185,10.605,8.25,1.83,90.3,1.731,35,45.78,1.94476857253987,1.14929318469141,2.43605359317905,0.706214689265537,0.7237
"7969",2001-07-19,2.5,1.5418,8.2768,8.5799,7.7999,47.16,123.61,1305,3.8,9.19,9.2144,10.658,8.2825,1.826,90.3,1.7327,35.02,45.73,1.95083886071011,1.15074798619102,2.42130750605327,0.704721634954193,0.7235
"7970",2001-07-20,2.458,1.545,8.2768,8.544,7.7998,47.17,122.85,1305,3.8,9.177,9.182,10.648,8.256,1.824,90.3,1.7255,35,45.82,1.9782393669634,1.14771031791576,2.44498777506112,0.699790062981106,0.724
"7971",2001-07-23,2.405,1.545,8.277,8.592,7.7998,47.17,124.19,1315,3.8,9.1025,9.213,10.718,8.215,1.8265,90.3,1.7353,34.95,45.77,1.96889151407757,1.15260488704472,2.4443901246639,0.704970038773352,0.7243
"7972",2001-07-24,2.438,1.5383,8.2773,8.508,7.7998,47.11,124,1315,3.8,9.107,9.153,10.658,8.189,1.8184,90.35,1.7214,34.95,45.72,1.96850393700787,1.14259597806216,2.43724104313917,0.703086549954299,0.7243
"7973",2001-07-25,2.476,1.5381,8.277,8.4623,7.7999,47.19,123.64,1310,3.8,9.16,9.121,10.628,8.208,1.8175,90.25,1.7145,34.87,45.75,1.9712201852947,1.13675116516994,2.42895312120476,0.700280112044818,0.7248
"7974",2001-07-26,2.487,1.5335,8.2771,8.495,7.7998,47.2,123.83,1300,3.8,9.16,9.128,10.618,8.163,1.8025,90.05,1.7236,34.77,45.71,1.97160883280757,1.14090131203651,2.43013365735115,0.701016473887136,0.7259
"7975",2001-07-27,2.495,1.5352,8.277,8.51,7.7996,47.19,123.29,1300,3.8,9.1875,9.122,10.59,8.195,1.7957,90,1.725,34.77,45.66,1.97472353870458,1.14298777003086,2.43013365735115,0.701459034792368,0.7243
"7976",2001-07-30,2.435,1.5305,8.2767,8.5095,7.7998,47.19,125.18,1305,3.8,9.155,9.1415,10.605,8.229,1.8046,90,1.7267,34.77,45.75,1.97745699031046,1.14285714285714,2.42718446601942,0.701262272089762,0.726
"7977",2001-07-31,2.437,1.531,8.277,8.515,7.7997,47.18,125,1303,3.8,9.151,9.135,10.625,8.256,1.8031,90,1.7285,34.8,45.75,1.96850393700787,1.14259597806216,2.42777373148823,0.701655907942745,0.7275
"7978",2001-08-01,2.502,1.5358,8.2769,8.474,7.7998,47.16,124.87,1297,3.8,9.217,9.098,10.572,8.245,1.8055,90,1.7158,34.77,45.75,1.93535900909619,1.13726828158763,2.40963855421687,0.697836706210747,0.7275
"7979",2001-08-02,2.482,1.5417,8.2768,8.453,7.7995,47.11,123.72,1289,3.8,9.167,9.075,10.4755,8.23,1.7815,90.25,1.7123,34.56,45.66,1.92678227360308,1.13468739362306,2.39463601532567,0.699545295557887,0.7287
"7980",2001-08-03,2.5,1.5356,8.2768,8.423,7.7992,47.17,123.46,1287,3.8,9.1675,9.031,10.373,8.2525,1.7762,89.95,1.7054,34.65,45.43,1.93199381761978,1.13083795092163,2.38663484486874,0.700869077656294,0.7288
"7981",2001-08-06,2.467,1.5275,8.277,8.4587,7.7992,47.16,123.85,1294,3.8,9.129,9.075,10.422,8.3055,1.7816,90,1.7135,34.67,45.45,1.93573364305072,1.13610543058396,2.389486260454,0.705467372134039,0.7285
"7982",2001-08-07,2.448,1.5343,8.2772,8.4845,7.7995,47.11,123.83,1290,3.8,9.1185,9.0885,10.4355,8.285,1.78,90.05,1.7165,34.7,45.5,1.93986420950533,1.13960113960114,2.38834487700024,0.70576610911144,0.73
"7983",2001-08-08,2.466,1.5333,8.2773,8.489,7.7995,47.19,123.2,1285,3.8,9.095,9.067,10.422,8.295,1.7765,90,1.7127,34.65,45.47,1.92864030858245,1.13921166552745,2.36071765816808,0.707463742483198,0.7323
"7984",2001-08-09,2.466,1.5395,8.2773,8.375,7.7997,47.18,123.03,1289,3.8,9.0875,8.9975,10.301,8.29,1.7758,90,1.6948,34.7,45.42,1.95963158926122,1.12536574386676,2.36518448438978,0.703333802222535,0.73
"7985",2001-08-10,2.489,1.5405,8.2768,8.3245,7.7992,47.17,121.97,1284,3.8,9.124,8.9975,10.2875,8.2275,1.761,90,1.6918,34.67,45.3,1.94931773879142,1.11856823266219,2.35183443085607,0.700623554963918,0.7297
"7986",2001-08-13,2.5,1.539,8.2771,8.292,7.7996,47.17,122.46,1284,3.8,9.093,9.008,10.274,8.278,1.7582,90,1.6885,34.65,45.17,1.93274062620796,1.11321384838027,2.33535730966838,0.703383273545755,0.7295
"7987",2001-08-14,2.515,1.5413,8.2773,8.2445,7.7995,47.15,121.6,1289,3.8,9.127,8.958,10.23,8.2775,1.7575,89.9,1.6808,34.6,44.88,1.92455735180908,1.10803324099723,2.32558139534884,0.700035001750087,0.7303
"7988",2001-08-15,2.49,1.529,8.2771,8.166,7.7997,47.16,119.92,1284,3.8,9.087,8.9192,10.156,8.2275,1.7465,90,1.6668,34.6,44.88,1.89825360668185,1.0972130787799,2.30520977408944,0.695458654982961,0.7305
"7989",2001-08-16,2.494,1.5314,8.277,8.15,7.7998,47.16,120.11,1284,3.8,9.085,8.852,10.168,8.237,1.7467,90,1.6608,34.6,44.68,1.89609404626469,1.09433136353688,2.29726625315874,0.692616705914947,0.7308
"7990",2001-08-17,2.524,1.5428,8.2768,8.125,7.7997,47.17,120.37,1284,3.8,9.1175,8.855,10.1725,8.275,1.7525,90,1.6583,34.6,44.82,1.8677624206201,1.0911074740862,2.27014755959137,0.691323885240235,0.7306
"7991",2001-08-20,2.5345,1.5461,8.2768,8.157,7.7997,47.18,120.72,1286,3.8,9.1375,8.8975,10.374,8.3125,1.758,89.95,1.6635,34.65,44.88,1.87863986473793,1.09565026843432,2.2883295194508,0.692281066112842,0.7308
"7992",2001-08-21,2.533,1.549,8.2768,8.1725,7.7999,47.18,119.91,1284,3.8,9.122,8.8875,10.355,8.406,1.756,89.95,1.6648,34.62,44.7,1.88786105342647,1.09709270433352,2.29885057471264,0.691180536356096,0.7308
"7993",2001-08-22,2.525,1.5438,8.2769,8.1025,7.7997,47.18,119.91,1283,3.8,9.116,8.825,10.2575,8.386,1.7526,89.95,1.6552,34.65,44.65,1.86497575531518,1.08766586904503,2.25326723749437,0.687852524418765,0.7315
"7994",2001-08-23,2.532,1.5423,8.2768,8.1275,7.7998,47.17,119.84,1284,3.8,9.123,8.8635,10.304,8.355,1.7547,89.95,1.658,34.67,44.62,1.87336080929187,1.09098843552258,2.26654578422484,0.690703135792237,0.734
"7995",2001-08-24,2.549,1.5414,8.2773,8.166,7.7999,47.17,120.13,1281,3.8,9.146,8.885,10.279,8.3753,1.751,89.95,1.666,34.67,44.43,1.8828845791753,1.09697235629662,2.27634873662645,0.692376930000692,0.7353
"7996",2001-08-27,2.56,1.5423,8.277,8.183,7.7999,47.19,120.12,1281,3.8,9.1125,8.889,10.29,8.4,1.7485,89.95,1.6697,34.64,44.26,1.89214758751183,1.0991426687184,2.28310502283105,0.693000693000693,0.738
"7997",2001-08-28,2.56,1.5401,8.2768,8.181,7.8,47.19,120.48,1281,3.8,9.144,8.878,10.325,8.36,1.752,90,1.666,34.64,44.32,1.8896447467876,1.098659635245,2.27634873662645,0.689607613268051,0.7363
"7998",2001-08-29,2.549,1.5462,8.2769,8.183,7.7999,47.16,119.79,1282,3.8,9.151,8.865,10.382,8.346,1.7485,90,1.669,34.56,44.26,1.88679245283019,1.09926349345938,2.27014755959137,0.688942473303479,0.737
"7999",2001-08-30,2.544,1.546,8.2767,8.13,7.7999,47.18,119.4,1284,3.8,9.1888,8.805,10.37,8.369,1.748,90,1.6575,34.6,44.26,1.87617260787992,1.0924186148132,2.26244343891403,0.686012211017356,0.7378
"8000",2001-08-31,2.552,1.5478,8.2769,8.192,7.7998,47.17,118.75,1284,3.8,9.2075,8.865,10.431,8.43,1.7415,90,1.6698,34.58,44.08,1.89501610763692,1.1001100110011,2.28571428571429,0.689179875947622,0.7373
"8002",2001-09-04,2.563,1.5535,8.2768,8.394,7.7998,47.22,119.49,1281,3.8,9.199,8.938,10.715,8.47,1.747,90.35,1.7075,34.58,44.23,1.91864927091328,1.127649977447,2.31749710312862,0.6923289947383,0.739
"8003",2001-09-05,2.564,1.5603,8.277,8.3625,7.7999,47.2,120.76,1282,3.8,9.2535,8.9275,10.64,8.5,1.7498,90.35,1.6996,34.62,44.39,1.92381685263563,1.12397437338429,2.31427910205971,0.687143544286401,0.7408
"8004",2001-09-06,2.585,1.559,8.2768,8.323,7.8,47.22,120.95,1282,3.8,9.2845,8.887,10.585,8.5225,1.75,90.35,1.6908,34.65,44.48,1.91204588910134,1.11819300011182,2.29621125143513,0.686766018817389,0.7438
"8005",2001-09-07,2.584,1.568,8.2767,8.231,7.8001,47.27,120.07,1290,3.8,9.329,8.837,10.543,8.475,1.7485,90.3,1.6771,34.7,44.62,1.92344681669552,1.10570544007077,2.29937916762474,0.683713934089977,0.7463
"8006",2001-09-10,2.598,1.5656,8.2767,8.28,7.7998,47.38,121.08,1290,3.8,9.364,8.8875,10.63,8.53,1.7514,90.3,1.687,34.7,44.65,1.94741966893866,1.1125945705385,2.3191094619666,0.685635927322592,0.7468
"8008",2001-09-12,2.675,1.561,8.2769,8.2057,7.7984,47.39,119.53,1284.5,3.7995,9.438,8.7992,10.57,8.6175,1.7398,90.1,1.6593,34.58,44.38,1.93760899050572,1.10265740434447,2.34137204401779,0.681849174962498,0.7453
