date,infl,corpr,Default Yield Spread (dfy) (rawdiff),excess_returns
1990-07-01,0.0038491147036181506,0.0102,0.009599999999999997,-0.009280881656322765
1990-08-01,0.009202453987730008,-0.0292,0.009999999999999995,-0.09787160706561687
1990-09-01,0.008358662613981771,0.0091,0.010800000000000004,-0.05396203541898436
1990-10-01,0.006028636021100375,0.0132,0.0121,-0.01023125630558594
1990-11-01,0.0022471910112360494,0.0285,0.013199999999999976,0.057338197450363546
1990-12-01,0.0,0.0167,0.013799999999999993,0.021877744310245147
1991-01-01,0.005979073243647104,0.015,0.014100000000000001,0.03924812038112001
1991-02-01,0.0014858841010403356,0.0121,0.012399999999999994,0.06522856515849665
1991-03-01,0.0014836795252224366,0.0108,0.011600000000000013,0.020492382844324378
1991-04-01,0.001481481481481417,0.0138,0.01079999999999999,-0.0022621966572865812
1991-05-01,0.002958579881656931,0.0039,0.009999999999999995,0.03647133604176804
1991-06-01,0.002949852507374784,-0.0018,0.009500000000000008,-0.049365410683698395
1991-07-01,0.0014705882352941124,0.0167,0.008900000000000005,0.04257869806599025
1991-08-01,0.002936857562408246,0.0275,0.009000000000000008,0.017626651859867275
1991-09-01,0.004392386530014614,0.0271,0.009000000000000008,-0.021106382189187207
1991-10-01,0.001457725947521915,0.0043,0.009399999999999992,0.010261276140782743
1991-11-01,0.0029112081513829047,0.0106,0.009699999999999986,-0.045112525615066276
1991-12-01,0.0007256894049345597,0.0436,0.009499999999999995,0.11022599131767599
1992-01-01,0.0014503263234226793,-0.0173,0.009300000000000017,-0.020803933640994907
1992-02-01,0.003620564808110016,0.0096,0.00940000000000002,0.009245159458723864
1992-03-01,0.005050505050505194,-0.0073,0.009000000000000008,-0.022687807797156553
1992-04-01,0.00143575017946862,0.0016,0.008800000000000016,0.02716741915305674
1992-05-01,0.0014336917562722817,0.0254,0.008500000000000008,0.0006360499973586918
1992-06-01,0.0035790980672869566,0.0156,0.008300000000000002,-0.018043377263066283
1992-07-01,0.0021398002853068032,0.0308,0.007699999999999985,0.03869884036433834
1992-08-01,0.002846975088967918,0.009,0.007000000000000006,-0.024107793213334734
